entry_time,entry_time_utc,entry_hour_local,exit_time,exit_time_utc,direction,entry_price,exit_price,entry_reason,exit_reason,pnl_usd,pnl_pct,duration_minutes,position_size_usd
2025-10-01 05:45:00,2025-09-30 22:45:00,5,2025-10-01 06:00:00,2025-09-30 23:00:00,long,1.5624,1.550682,Close (1.562400) < Lower BB (1.578568),Stop Loss hit (0.75%),-8.0895,-3.0,15.0,1078.6
2025-10-01 06:00:00,2025-09-30 23:00:00,6,2025-10-01 07:00:00,2025-10-01 00:00:00,long,1.5565,1.624435,Close (1.556500) < Lower BB (1.565029),Exit at BB Middle,46.7236,17.4584,60.0,1070.51
2025-10-02 09:00:00,2025-10-02 02:00:00,9,2025-10-02 09:30:00,2025-10-02 02:30:00,short,1.6918,1.704488,Close (1.691800) > Upper BB (1.684222),Stop Loss hit (0.75%),-8.3793,-3.0,30.0,1117.24
2025-10-03 07:30:00,2025-10-03 00:30:00,7,2025-10-03 07:45:00,2025-10-03 00:45:00,short,1.8221,1.835766,Close (1.822100) > Upper BB (1.821013),Stop Loss hit (0.75%),-8.3164,-3.0,15.0,1108.86
2025-10-03 07:45:00,2025-10-03 00:45:00,7,2025-10-03 08:00:00,2025-10-03 01:00:00,short,1.8407,1.854505,Close (1.840700) > Upper BB (1.830428),Stop Loss hit (0.75%),-8.2541,-3.0,15.0,1100.54
2025-10-05 06:00:00,2025-10-04 23:00:00,6,2025-10-05 07:00:00,2025-10-05 00:00:00,long,2.0318,2.016562,Close (2.031800) < Lower BB (2.038106),Stop Loss hit (0.75%),-8.1922,-3.0,60.0,1092.29
2025-10-05 07:30:00,2025-10-05 00:30:00,7,2025-10-05 07:45:00,2025-10-05 00:45:00,long,1.9639,1.949171,Close (1.963900) < Lower BB (1.985874),Stop Loss hit (0.75%),-8.1307,-3.0,15.0,1084.09
2025-10-05 07:45:00,2025-10-05 00:45:00,7,2025-10-05 08:15:00,2025-10-05 01:15:00,long,1.9206,1.906196,Close (1.920600) < Lower BB (1.954325),Stop Loss hit (0.75%),-8.0697,-3.0,30.0,1075.96
2025-10-06 07:15:00,2025-10-06 00:15:00,7,2025-10-06 07:45:00,2025-10-06 00:45:00,short,1.9013,1.91556,Close (1.901300) > Upper BB (1.887850),Stop Loss hit (0.75%),-8.0092,-3.0,30.0,1067.89
2025-10-06 08:00:00,2025-10-06 01:00:00,8,2025-10-06 08:15:00,2025-10-06 01:15:00,short,1.9137,1.928053,Close (1.913700) > Upper BB (1.912239),Stop Loss hit (0.75%),-7.9491,-3.0,15.0,1059.89
2025-10-06 08:15:00,2025-10-06 01:15:00,8,2025-10-06 11:00:00,2025-10-06 04:00:00,short,1.9355,1.890425,Close (1.935500) > Upper BB (1.926907),Exit at BB Middle,24.4981,9.3154,165.0,1051.94
2025-10-08 08:15:00,2025-10-08 01:15:00,8,2025-10-08 08:30:00,2025-10-08 01:30:00,long,2.0266,2.011401,Close (2.026600) < Lower BB (2.026995),Stop Loss hit (0.75%),-8.0733,-3.0,15.0,1076.43
2025-10-08 09:45:00,2025-10-08 02:45:00,9,2025-10-08 10:00:00,2025-10-08 03:00:00,long,1.9805,1.965646,Close (1.980500) < Lower BB (1.988805),Stop Loss hit (0.75%),-8.0127,-3.0,15.0,1068.36
2025-10-09 05:45:00,2025-10-08 22:45:00,5,2025-10-09 06:00:00,2025-10-08 23:00:00,long,1.9204,1.905997,Close (1.920400) < Lower BB (1.924966),Stop Loss hit (0.75%),-7.9526,-3.0,15.0,1060.35
2025-10-09 06:00:00,2025-10-08 23:00:00,6,2025-10-09 06:15:00,2025-10-08 23:15:00,long,1.9172,1.902821,Close (1.917200) < Lower BB (1.917367),Stop Loss hit (0.75%),-7.893,-3.0,15.0,1052.4
2025-10-09 06:15:00,2025-10-08 23:15:00,6,2025-10-09 07:15:00,2025-10-09 00:15:00,long,1.9051,1.890812,Close (1.905100) < Lower BB (1.908249),Stop Loss hit (0.75%),-7.8338,-3.0,60.0,1044.5
2025-10-10 07:00:00,2025-10-10 00:00:00,7,2025-10-10 08:30:00,2025-10-10 01:30:00,short,1.7178,1.691785,Close (1.717800) > Upper BB (1.713550),Exit at BB Middle,15.6997,6.0577,90.0,1036.67
2025-10-10 09:30:00,2025-10-10 02:30:00,9,2025-10-10 09:45:00,2025-10-10 02:45:00,long,1.6158,1.603682,Close (1.615800) < Lower BB (1.636329),Stop Loss hit (0.75%),-7.8928,-3.0,15.0,1052.37
2025-10-10 09:45:00,2025-10-10 02:45:00,9,2025-10-10 10:00:00,2025-10-10 03:00:00,long,1.6097,1.597627,Close (1.609700) < Lower BB (1.623027),Stop Loss hit (0.75%),-7.8336,-3.0,15.0,1044.48
2025-10-13 09:45:00,2025-10-13 02:45:00,9,2025-10-13 10:00:00,2025-10-13 03:00:00,short,1.516,1.52737,Close (1.516000) > Upper BB (1.508593),Stop Loss hit (0.75%),-7.7748,-3.0,15.0,1036.64
2025-10-16 05:45:00,2025-10-15 22:45:00,5,2025-10-16 08:45:00,2025-10-16 01:45:00,long,1.273,1.29865,Close (1.273000) < Lower BB (1.280427),Exit at BB Middle,20.7309,8.0597,180.0,1028.87
2025-10-18 08:00:00,2025-10-18 01:00:00,8,2025-10-18 08:45:00,2025-10-18 01:45:00,short,1.1795,1.163355,Close (1.179500) > Upper BB (1.179381),Exit at BB Middle,14.3669,5.4752,45.0,1049.6
2025-10-19 09:45:00,2025-10-19 02:45:00,9,2025-10-19 10:15:00,2025-10-19 03:15:00,long,1.1502,1.166065,Close (1.150200) < Lower BB (1.151661),Exit at BB Middle,14.6755,5.5173,30.0,1063.97
2025-10-20 07:00:00,2025-10-20 00:00:00,7,2025-10-20 07:15:00,2025-10-20 00:15:00,long,1.1844,1.175517,Close (1.184400) < Lower BB (1.190407),Stop Loss hit (0.75%),-8.0898,-3.0,15.0,1078.64
2025-10-20 07:15:00,2025-10-20 00:15:00,7,2025-10-20 07:30:00,2025-10-20 00:30:00,long,1.1691,1.160332,Close (1.169100) < Lower BB (1.181669),Stop Loss hit (0.75%),-8.0291,-3.0,15.0,1070.55
2025-10-20 07:30:00,2025-10-20 00:30:00,7,2025-10-20 08:45:00,2025-10-20 01:45:00,long,1.1701,1.161324,Close (1.170100) < Lower BB (1.175038),Stop Loss hit (0.75%),-7.9689,-3.0,75.0,1062.52
2025-10-21 09:00:00,2025-10-21 02:00:00,9,2025-10-21 09:30:00,2025-10-21 02:30:00,long,1.135,1.126488,Close (1.135000) < Lower BB (1.140570),Stop Loss hit (0.75%),-7.9091,-3.0,30.0,1054.55
2025-10-21 09:30:00,2025-10-21 02:30:00,9,2025-10-21 09:45:00,2025-10-21 02:45:00,long,1.1298,1.121326,Close (1.129800) < Lower BB (1.130982),Stop Loss hit (0.75%),-7.8498,-3.0,15.0,1046.64
2025-10-21 09:45:00,2025-10-21 02:45:00,9,2025-10-21 10:00:00,2025-10-21 03:00:00,long,1.1225,1.114081,Close (1.122500) < Lower BB (1.125233),Stop Loss hit (0.75%),-7.791,-3.0,15.0,1038.79
2025-10-22 05:30:00,2025-10-21 22:30:00,5,2025-10-22 05:45:00,2025-10-21 22:45:00,long,1.0768,1.068724,Close (1.076800) < Lower BB (1.083173),Stop Loss hit (0.75%),-7.7325,-3.0,15.0,1031.0
2025-10-22 05:45:00,2025-10-21 22:45:00,5,2025-10-22 06:15:00,2025-10-21 23:15:00,long,1.0682,1.060189,Close (1.068200) < Lower BB (1.074085),Stop Loss hit (0.75%),-7.6745,-3.0,30.0,1023.27
2025-10-22 06:15:00,2025-10-21 23:15:00,6,2025-10-22 06:30:00,2025-10-21 23:30:00,long,1.0411,1.033292,Close (1.041100) < Lower BB (1.052617),Stop Loss hit (0.75%),-7.617,-3.0,15.0,1015.6
2025-10-23 09:30:00,2025-10-23 02:30:00,9,2025-10-23 10:00:00,2025-10-23 03:00:00,short,0.9772,0.984529,Close (0.977200) > Upper BB (0.975149),Stop Loss hit (0.75%),-7.5598,-3.0,30.0,1007.98
2025-10-24 07:00:00,2025-10-24 00:00:00,7,2025-10-24 07:45:00,2025-10-24 00:45:00,short,1.1309,1.139382,Close (1.130900) > Upper BB (1.117970),Stop Loss hit (0.75%),-7.5031,-3.0,45.0,1000.42
2025-10-25 08:45:00,2025-10-25 01:45:00,8,2025-10-25 09:15:00,2025-10-25 02:15:00,short,1.1387,1.14724,Close (1.138700) > Upper BB (1.134878),Stop Loss hit (0.75%),-7.4469,-3.0,30.0,992.92
2025-10-25 09:15:00,2025-10-25 02:15:00,9,2025-10-25 11:30:00,2025-10-25 04:30:00,short,1.1431,1.130955,Close (1.143100) > Upper BB (1.142187),Exit at BB Middle,10.4702,4.2498,135.0,985.47
2025-10-26 07:30:00,2025-10-26 00:30:00,7,2025-10-26 08:00:00,2025-10-26 01:00:00,short,1.1594,1.168096,Close (1.159400) > Upper BB (1.156006),Stop Loss hit (0.75%),-7.4695,-3.0,30.0,995.94
2025-10-26 08:00:00,2025-10-26 01:00:00,8,2025-10-26 08:15:00,2025-10-26 01:15:00,short,1.1668,1.175551,Close (1.166800) > Upper BB (1.162300),Stop Loss hit (0.75%),-7.4135,-3.0,15.0,988.47
2025-10-26 08:15:00,2025-10-26 01:15:00,8,2025-10-26 09:45:00,2025-10-26 02:45:00,short,1.177,1.152025,Close (1.177000) > Upper BB (1.169745),Exit at BB Middle,20.8172,8.4877,90.0,981.06
2025-10-27 06:00:00,2025-10-26 23:00:00,6,2025-10-27 09:30:00,2025-10-27 02:30:00,short,1.16,1.154675,Close (1.160000) > Upper BB (1.156681),Exit at BB Middle,4.5991,1.8362,210.0,1001.87
2025-10-28 05:30:00,2025-10-27 22:30:00,5,2025-10-28 06:30:00,2025-10-27 23:30:00,long,1.0646,1.07914,Close (1.064600) < Lower BB (1.066040),Exit at BB Middle,13.7461,5.4631,60.0,1006.47
2025-10-30 06:30:00,2025-10-29 23:30:00,6,2025-10-30 07:00:00,2025-10-30 00:00:00,long,1.0184,1.010762,Close (1.018400) < Lower BB (1.021893),Stop Loss hit (0.75%),-7.6516,-3.0,30.0,1020.22
2025-10-31 06:30:00,2025-10-30 23:30:00,6,2025-10-31 06:45:00,2025-10-30 23:45:00,short,0.9176,0.924482,Close (0.917600) > Upper BB (0.908858),Stop Loss hit (0.75%),-7.5943,-3.0,15.0,1012.57
2025-10-31 06:45:00,2025-10-30 23:45:00,6,2025-10-31 07:15:00,2025-10-31 00:15:00,short,0.9215,0.928411,Close (0.921500) > Upper BB (0.915074),Stop Loss hit (0.75%),-7.5373,-3.0,30.0,1004.97
2025-10-31 07:15:00,2025-10-31 00:15:00,7,2025-10-31 07:45:00,2025-10-31 00:45:00,short,0.9303,0.937277,Close (0.930300) > Upper BB (0.927848),Stop Loss hit (0.75%),-7.4808,-3.0,30.0,997.44
2025-11-03 09:15:00,2025-11-03 02:15:00,9,2025-11-03 09:30:00,2025-11-03 02:30:00,long,1.1299,1.121426,Close (1.129900) < Lower BB (1.143000),Stop Loss hit (0.75%),-7.4247,-3.0,15.0,989.95
2025-11-03 09:30:00,2025-11-03 02:30:00,9,2025-11-03 10:00:00,2025-11-03 03:00:00,long,1.1118,1.103461,Close (1.111800) < Lower BB (1.127879),Stop Loss hit (0.75%),-7.369,-3.0,30.0,982.53
2025-11-04 05:45:00,2025-11-03 22:45:00,5,2025-11-04 06:00:00,2025-11-03 23:00:00,long,0.8743,0.867743,Close (0.874300) < Lower BB (0.881522),Stop Loss hit (0.75%),-7.3137,-3.0,15.0,975.16
2025-11-06 08:45:00,2025-11-06 01:45:00,8,2025-11-06 09:45:00,2025-11-06 02:45:00,short,1.0958,1.104019,Close (1.095800) > Upper BB (1.091304),Stop Loss hit (0.75%),-7.2589,-3.0,60.0,967.85
2025-11-06 09:45:00,2025-11-06 02:45:00,9,2025-11-06 10:00:00,2025-11-06 03:00:00,short,1.1256,1.134042,Close (1.125600) > Upper BB (1.107354),Stop Loss hit (0.75%),-7.2044,-3.0,15.0,960.59
2025-11-07 07:30:00,2025-11-07 00:30:00,7,2025-11-07 07:45:00,2025-11-07 00:45:00,short,1.0329,1.040647,Close (1.032900) > Upper BB (1.031609),Stop Loss hit (0.75%),-7.1504,-3.0,15.0,953.38
2025-11-07 07:45:00,2025-11-07 00:45:00,7,2025-11-07 08:30:00,2025-11-07 01:30:00,short,1.0375,1.014325,Close (1.037500) > Upper BB (1.036457),Exit at BB Middle,21.1364,8.9349,45.0,946.23
2025-11-08 07:45:00,2025-11-08 00:45:00,7,2025-11-08 09:45:00,2025-11-08 02:45:00,long,1.0963,1.088078,Close (1.096300) < Lower BB (1.104753),Stop Loss hit (0.75%),-7.2553,-3.0,120.0,967.37
2025-11-08 09:45:00,2025-11-08 02:45:00,9,2025-11-08 10:30:00,2025-11-08 03:30:00,long,1.0869,1.078748,Close (1.086900) < Lower BB (1.087923),Stop Loss hit (0.75%),-7.2009,-3.0,45.0,960.11
2025-11-09 05:45:00,2025-11-08 22:45:00,5,2025-11-09 07:00:00,2025-11-09 00:00:00,short,1.0485,1.03351,Close (1.048500) > Upper BB (1.047428),Exit at BB Middle,13.6234,5.7186,75.0,952.91
2025-11-10 08:45:00,2025-11-10 01:45:00,8,2025-11-10 09:30:00,2025-11-10 02:30:00,short,1.1393,1.147845,Close (1.139300) > Upper BB (1.131217),Stop Loss hit (0.75%),-7.249,-3.0,45.0,966.54
2025-11-11 08:00:00,2025-11-11 01:00:00,8,2025-11-11 08:15:00,2025-11-11 01:15:00,short,1.1057,1.113993,Close (1.105700) > Upper BB (1.102448),Stop Loss hit (0.75%),-7.1947,-3.0,15.0,959.29
2025-11-11 08:15:00,2025-11-11 01:15:00,8,2025-11-11 09:30:00,2025-11-11 02:30:00,short,1.1197,1.128098,Close (1.119700) > Upper BB (1.110542),Stop Loss hit (0.75%),-7.1407,-3.0,75.0,952.09
2025-11-12 09:00:00,2025-11-12 02:00:00,9,2025-11-12 10:15:00,2025-11-12 03:15:00,short,1.1163,1.124672,Close (1.116300) > Upper BB (1.112192),Stop Loss hit (0.75%),-7.0871,-3.0,75.0,944.95
2025-11-15 09:00:00,2025-11-15 02:00:00,9,2025-11-15 10:15:00,2025-11-15 03:15:00,short,1.1399,1.148449,Close (1.139900) > Upper BB (1.132806),Stop Loss hit (0.75%),-7.034,-3.0,75.0,937.87
2025-11-16 09:15:00,2025-11-16 02:15:00,9,2025-11-16 09:30:00,2025-11-16 02:30:00,short,1.1473,1.155905,Close (1.147300) > Upper BB (1.136802),Stop Loss hit (0.75%),-6.9812,-3.0,15.0,930.83
2025-11-16 09:30:00,2025-11-16 02:30:00,9,2025-11-16 10:15:00,2025-11-16 03:15:00,short,1.1573,1.16598,Close (1.157300) > Upper BB (1.145389),Stop Loss hit (0.75%),-6.9289,-3.0,45.0,923.85
2025-11-17 06:45:00,2025-11-16 23:45:00,6,2025-11-17 07:15:00,2025-11-17 00:15:00,short,1.2807,1.236675,Close (1.280700) > Upper BB (1.268059),Exit at BB Middle,31.5199,13.7503,30.0,916.92
2025-11-17 07:30:00,2025-11-17 00:30:00,7,2025-11-17 08:00:00,2025-11-17 01:00:00,short,1.2831,1.24154,Close (1.283100) > Upper BB (1.281351),Exit at BB Middle,30.7203,12.9561,30.0,948.44
2025-11-18 07:45:00,2025-11-18 00:45:00,7,2025-11-18 08:00:00,2025-11-18 01:00:00,short,1.2056,1.214642,Close (1.205600) > Upper BB (1.202513),Stop Loss hit (0.75%),-7.3437,-3.0,15.0,979.16
2025-11-18 08:00:00,2025-11-18 01:00:00,8,2025-11-18 08:30:00,2025-11-18 01:30:00,short,1.2237,1.232878,Close (1.223700) > Upper BB (1.211568),Stop Loss hit (0.75%),-7.2886,-3.0,30.0,971.82
2025-11-18 08:30:00,2025-11-18 01:30:00,8,2025-11-18 09:15:00,2025-11-18 02:15:00,short,1.2282,1.237412,Close (1.228200) > Upper BB (1.225529),Stop Loss hit (0.75%),-7.234,-3.0,45.0,964.53
2025-11-19 06:45:00,2025-11-18 23:45:00,6,2025-11-19 07:00:00,2025-11-19 00:00:00,short,1.3805,1.36118,Close (1.380500) > Upper BB (1.380353),Exit at BB Middle,13.3973,5.598,15.0,957.3
2025-11-19 08:15:00,2025-11-19 01:15:00,8,2025-11-19 08:45:00,2025-11-19 01:45:00,short,1.4051,1.36943,Close (1.405100) > Upper BB (1.395340),Exit at BB Middle,24.6421,10.1544,30.0,970.69
2025-11-20 05:45:00,2025-11-19 22:45:00,5,2025-11-20 06:00:00,2025-11-19 23:00:00,short,1.3252,1.335139,Close (1.325200) > Upper BB (1.324935),Stop Loss hit (0.75%),-7.465,-3.0,15.0,995.33
2025-11-20 06:00:00,2025-11-19 23:00:00,6,2025-11-20 06:15:00,2025-11-19 23:15:00,short,1.3571,1.367278,Close (1.357100) > Upper BB (1.339276),Stop Loss hit (0.75%),-7.409,-3.0,15.0,987.87
2025-11-20 06:15:00,2025-11-19 23:15:00,6,2025-11-20 09:30:00,2025-11-20 02:30:00,short,1.3651,1.34624,Close (1.365100) > Upper BB (1.352827),Exit at BB Middle,13.5459,5.5263,195.0,980.46
2025-11-22 05:45:00,2025-11-21 22:45:00,5,2025-11-22 06:30:00,2025-11-21 23:30:00,long,1.1998,1.228885,Close (1.199800) < Lower BB (1.207681),Exit at BB Middle,24.0963,9.6966,45.0,994.01
2025-11-23 08:30:00,2025-11-23 01:30:00,8,2025-11-23 09:00:00,2025-11-23 02:00:00,short,1.1937,1.202653,Close (1.193700) > Upper BB (1.183366),Stop Loss hit (0.75%),-7.6358,-3.0,30.0,1018.1
2025-11-23 09:00:00,2025-11-23 02:00:00,9,2025-11-23 11:00:00,2025-11-23 04:00:00,short,1.1944,1.203358,Close (1.194400) > Upper BB (1.191340),Stop Loss hit (0.75%),-7.5785,-3.0,120.0,1010.47
2025-11-24 07:15:00,2025-11-24 00:15:00,7,2025-11-24 07:30:00,2025-11-24 00:30:00,long,1.1008,1.092544,Close (1.100800) < Lower BB (1.104717),Stop Loss hit (0.75%),-7.5217,-3.0,15.0,1002.89
2025-11-24 07:30:00,2025-11-24 00:30:00,7,2025-11-24 08:45:00,2025-11-24 01:45:00,long,1.0993,1.091055,Close (1.099300) < Lower BB (1.100941),Stop Loss hit (0.75%),-7.4653,-3.0,75.0,995.37
2025-11-25 06:45:00,2025-11-24 23:45:00,6,2025-11-25 07:00:00,2025-11-25 00:00:00,short,1.1705,1.179279,Close (1.170500) > Upper BB (1.168259),Stop Loss hit (0.75%),-7.4093,-3.0,15.0,987.9
2025-11-25 07:00:00,2025-11-25 00:00:00,7,2025-11-25 07:45:00,2025-11-25 00:45:00,short,1.185,1.193888,Close (1.185000) > Upper BB (1.175499),Stop Loss hit (0.75%),-7.3537,-3.0,45.0,980.49
2025-11-25 07:45:00,2025-11-25 00:45:00,7,2025-11-25 09:15:00,2025-11-25 02:15:00,short,1.1998,1.167305,Close (1.199800) > Upper BB (1.188049),Exit at BB Middle,26.3562,10.8335,90.0,973.14
2025-11-26 06:00:00,2025-11-25 23:00:00,6,2025-11-26 08:00:00,2025-11-26 01:00:00,short,1.1828,1.17175,Close (1.182800) > Upper BB (1.182640),Exit at BB Middle,9.3375,3.7369,120.0,999.5
2025-11-27 07:15:00,2025-11-27 00:15:00,7,2025-11-27 07:30:00,2025-11-27 00:30:00,short,1.1181,1.126486,Close (1.118100) > Upper BB (1.117895),Stop Loss hit (0.75%),-7.5662,-3.0,15.0,1008.83
2025-11-27 07:30:00,2025-11-27 00:30:00,7,2025-11-27 09:45:00,2025-11-27 02:45:00,short,1.1266,1.11299,Close (1.126600) > Upper BB (1.122619),Exit at BB Middle,12.0959,4.8322,135.0,1001.27
2025-11-29 05:45:00,2025-11-28 22:45:00,5,2025-11-29 06:45:00,2025-11-28 23:45:00,short,1.1064,1.091925,Close (1.106400) > Upper BB (1.105107),Exit at BB Middle,13.2578,5.2332,60.0,1013.36
2025-12-01 06:45:00,2025-11-30 23:45:00,6,2025-12-01 07:00:00,2025-12-01 00:00:00,long,1.053,1.045102,Close (1.053000) < Lower BB (1.060472),Stop Loss hit (0.75%),-7.6996,-3.0,15.0,1026.62
2025-12-01 07:00:00,2025-12-01 00:00:00,7,2025-12-01 07:15:00,2025-12-01 00:15:00,long,1.0346,1.02684,Close (1.034600) < Lower BB (1.049716),Stop Loss hit (0.75%),-7.6419,-3.0,15.0,1018.92
2025-12-01 07:15:00,2025-12-01 00:15:00,7,2025-12-01 07:30:00,2025-12-01 00:30:00,long,1.0169,1.009273,Close (1.016900) < Lower BB (1.035845),Stop Loss hit (0.75%),-7.5846,-3.0,15.0,1011.28
2025-12-02 06:15:00,2025-12-01 23:15:00,6,2025-12-02 07:30:00,2025-12-02 00:30:00,short,0.9598,0.966999,Close (0.959800) > Upper BB (0.959474),Stop Loss hit (0.75%),-7.5277,-3.0,75.0,1003.69
2025-12-02 07:45:00,2025-12-02 00:45:00,7,2025-12-02 08:00:00,2025-12-02 01:00:00,short,0.9672,0.974454,Close (0.967200) > Upper BB (0.967067),Stop Loss hit (0.75%),-7.4712,-3.0,15.0,996.17
2025-12-03 09:15:00,2025-12-03 02:15:00,9,2025-12-03 09:30:00,2025-12-03 02:30:00,short,1.0337,1.041453,Close (1.033700) > Upper BB (1.032620),Stop Loss hit (0.75%),-7.4152,-3.0,15.0,988.69
2025-12-03 09:30:00,2025-12-03 02:30:00,9,2025-12-03 10:30:00,2025-12-03 03:30:00,short,1.043,1.050822,Close (1.043000) > Upper BB (1.037569),Stop Loss hit (0.75%),-7.3596,-3.0,60.0,981.28
2025-12-09 08:30:00,2025-12-09 01:30:00,8,2025-12-09 10:30:00,2025-12-09 03:30:00,long,0.9333,0.942205,Close (0.933300) < Lower BB (0.935888),Exit at BB Middle,9.2926,3.8166,120.0,973.92
2025-12-10 05:30:00,2025-12-09 22:30:00,5,2025-12-10 06:45:00,2025-12-09 23:45:00,short,0.9819,0.964725,Close (0.981900) > Upper BB (0.980018),Exit at BB Middle,17.198,6.9966,75.0,983.21
2025-12-11 08:30:00,2025-12-11 01:30:00,8,2025-12-11 09:00:00,2025-12-11 02:00:00,long,0.9262,0.919254,Close (0.926200) < Lower BB (0.929534),Stop Loss hit (0.75%),-7.5031,-3.0,30.0,1000.41
2025-12-11 09:00:00,2025-12-11 02:00:00,9,2025-12-11 09:15:00,2025-12-11 02:15:00,long,0.922,0.915085,Close (0.922000) < Lower BB (0.922287),Stop Loss hit (0.75%),-7.4468,-3.0,15.0,992.91
2025-12-13 06:30:00,2025-12-12 23:30:00,6,2025-12-13 07:15:00,2025-12-13 00:15:00,short,0.9498,0.956924,Close (0.949800) > Upper BB (0.948108),Stop Loss hit (0.75%),-7.391,-3.0,45.0,985.46
2025-12-13 07:15:00,2025-12-13 00:15:00,7,2025-12-13 10:30:00,2025-12-13 03:30:00,short,0.9573,0.95228,Close (0.957300) > Upper BB (0.955970),Exit at BB Middle,5.1289,2.0976,195.0,978.07
2025-12-15 09:00:00,2025-12-15 02:00:00,9,2025-12-15 09:15:00,2025-12-15 02:15:00,short,0.9419,0.948964,Close (0.941900) > Upper BB (0.941839),Stop Loss hit (0.75%),-7.374,-3.0,15.0,983.2
2025-12-15 09:15:00,2025-12-15 02:15:00,9,2025-12-15 11:15:00,2025-12-15 04:15:00,short,0.9449,0.934945,Close (0.944900) > Upper BB (0.944355),Exit at BB Middle,10.2808,4.2142,120.0,975.82
2025-12-16 05:30:00,2025-12-15 22:30:00,5,2025-12-16 08:45:00,2025-12-16 01:45:00,long,0.7822,0.801195,Close (0.782200) < Lower BB (0.798229),Exit at BB Middle,23.9467,9.7136,195.0,986.11
2025-12-16 09:45:00,2025-12-16 02:45:00,9,2025-12-16 11:00:00,2025-12-16 04:00:00,short,0.8258,0.831994,Close (0.825800) > Upper BB (0.823242),Stop Loss hit (0.75%),-7.5754,-3.0,75.0,1010.05
